Chain;WEEK;QUARTER;DOVESales;FASales;NIVEASales;REXONASales;SANEXSales;VOGUESales;@8X4Sales;AXESales;DOVEPrice;FAPrice;NIVEAPrice;REXONAPrice;SANEXPrice;VOGUEPrice;@8X4Price;AXEPrice;DOVERPrice;FARPrice;NIVEARPrice;REXONARPrice;SANEXRPrice;VOGUERPrice;@8X4RPrice;AXERPrice;FADISP;NIVEADISP;REXONADISP;SANEXDISP;VOGUEDISP;@8X4DISP;DOVEDISP;AXEDISP;FAFEAT;NIVEAFEAT;REXONAFEAT;SANEXFEAT;VOGUEFEAT;@8X4FEAT;DOVEFEAT;AXEFEAT;FADF;NIVEADF;REXONADF;SANEXDF;VOGUEDF;@8X4DF;DOVEDF;AXEDF
ALBERT HEIJN;W06009;1,00;58,28;49,6;29,90;93,68;51,71;95,03;17,85;102,76;2,253946465340;1,870064464142;2,817725752508;2,506511528608;1,965190485399;1,240345154162;2,180392156863;2,899961074348;2,252873563218;1,874151758174;2,819591261452;2,510095994704;1,981085526316;1,65;2,18;2,909486245955;0,04;0,02;0,01;0,02;0,15;0,02;0,02;0,00;0,00;0,00;0;0;0;0;0;0,01;0,01;0,00;0;0,01;0;0;0;0,03
ALBERT HEIJN;W06010;1,00;60,93;54,9;26,20;108,52;53,82;33,05;107,01;100,10;2,295913343181;1,874157712621;2,803435114504;2,500737191301;1,958751393534;1,908623298033;1,781702644613;2,895704295704;2,291418563923;1,879518072289;2,815461346633;2,504553563046;1,981054365733;1,97;2,16;2,914300960512;0,04;0,01;0,00;0,04;0,00;0,01;0,01;0,01;0,01;0,00;0;0,06;0,01;0,09;0,01;0,00;0,01;0,04;0;0,16;0,02;0,24;0,01;0,00
ALBERT HEIJN;W06011;1,00;57,39;49,5;23,11;98,44;54,31;27,01;54,62;98,38;2,311726781669;1,881284070260;2,814798788403;2,510158472166;1,959307678144;1,948537578675;1,826254119370;2,892762756658;2,322130394858;1,887400586019;2,822587816807;2,512836634182;1,977936791890;1,96;2,07;2,902142932545;0,01;0,01;0,00;0,08;0,00;0,24;0;0,01;0,01;0,02;0;0;0,03;0,01;0;0,00;0,01;0,02;0;0;0;0,02;0;0,00
ALBERT HEIJN;W06012;1,00;177,05;62,7;29,42;91,77;52,71;22,58;17,53;103,50;1,781474159842;1,793615323224;2,821210061183;2,542552032255;1,962435970404;1,973427812223;2,164289788933;2,911207729469;1,873287671233;1,816596104996;2,821210061183;2,546423811639;1,978177409578;1,97;2,16;2,911253519759;0,01;0,02;0,01;0,06;0,01;0,02;0,26;0,00;0,00;0,00;0,02;0,03;0,01;0;0,02;0,00;0,00;0,00;0;0,05;0,04;0;0;0,00
EDAH;W03046;4,00;12,35;20,2;11,55;20,75;15,06;14,62;23,02;23,74;2,881781376518;1,697973306970;2,678787878788;2,790843373494;2,589641434263;2,449384404925;1,530842745439;3,291912384162;2,889250814332;1,720997123682;2,678787878788;2,790843373494;2,589641434263;2,45;1,54;3,291912384162;0,00;0,12;0,00;0,14;0,00;0;0;0,31;0,00;0,00;0;0;0;0;0;0,60;0,00;0,04;0;0;0;0;0;0,63
EDAH;W03047;4,00;13,95;15,4;10,59;22,94;16,15;12,94;26,16;26,17;2,891756272401;1,709468223087;2,672332389046;2,791194420227;2,549845201238;2,448995363215;1,530198776758;3,289262514329;2,891756272401;1,709468223087;2,672332389046;2,791194420227;2,549845201238;2,45;1,53;3,289262514329;0,34;0,43;0,00;0,07;0,00;0;0;0,43;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W03048;4,00;45,53;16,8;11,19;103,99;14,69;14,54;24,99;38,07;1,888644849550;1,670434265318;2,696157283289;1,881430906818;2,427501701838;2,451169188446;1,490196078431;3,284213291305;0,000000000000;1,678384442782;2,696157283289;0,000000000000;2,480314960630;2,45;1,49;3,290875527426;0,45;0,33;0,00;0,09;0,00;0,04;0;0,44;0,03;0,56;0;0;0;0;0;0,00;0,03;0,73;0;0;0;0;0;0,00
EDAH;W03049;4,00;12,58;17,1;10,65;21,75;15,49;12,73;23,61;32,33;2,883942766296;1,661996497373;2,753990610329;2,789885057471;2,389928986443;2,450903377848;1,490046590428;3,289514382926;2,888367729831;1,661996497373;2,753990610329;2,790449438202;2,405405405405;2,45;1,49;3,289514382926;0,31;0,31;0,00;0,07;0,00;0,03;0;0,00;0,00;0,00;0;0;0;0;0;0,70;0,00;0,00;0;0;0;0;0;0,57
EDAH;W03050;4,00;12,51;14,9;11,09;20,85;17,06;11,93;20,49;23,03;2,890487609912;1,659503022163;2,735798016231;2,791366906475;2,389800703400;2,445934618609;1,489507076623;3,287885366913;2,887888707038;1,659503022163;2,735798016231;2,791313030454;2,390243902439;2,45;1,49;3,287885366913;0,08;0,18;0,00;0,06;0,00;0;0,07;0,12;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W03051;4,00;12,59;17,6;10,65;23,61;18,39;14,45;22,05;25,85;2,888800635425;1,656801365965;2,815962441315;2,789919525625;2,390973355084;2,449134948097;1,489795918367;3,289361702128;2,888800635425;1,656801365965;2,815962441315;2,789919525625;2,391203703704;2,45;1,49;3,289361702128;0,07;0,28;0,00;0,07;0,00;0;0,07;0,25;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W03052;4,00;12,36;14,7;10,36;20,55;14,52;11,17;17,73;27,11;2,890776699029;1,667803547067;2,723938223938;2,791240875912;2,390495867769;2,449418084154;1,489565707840;3,289929915160;2,890776699029;1,667803547067;2,723938223938;2,791240875912;2,389619377163;2,45;1,49;3,289929915160;0,14;0,19;0,00;0,07;0,00;0;0,07;0,25;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04001;1,00;12,82;13,1;12,14;21,97;17,73;11,61;23,39;24,58;2,888455538222;1,643020594966;2,714991762768;2,602184797451;2,389170896785;2,438415159345;1,487387772552;3,289666395443;2,888455538222;1,643020594966;2,714991762768;2,679611650485;2,389170896785;2,45;1,49;3,289666395443;0,00;0,12;0,00;0,06;0,00;0;0,08;0,24;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04002;1,00;12,29;14,7;10,14;102,12;13,11;12,52;20,86;21,00;2,889340927583;1,643147896879;2,731755424063;2,101547199373;2,389778794813;2,448083067093;1,489453499521;3,290476190476;2,889340927583;1,643147896879;2,731755424063;2,392568659128;2,389778794813;2,45;1,49;3,290476190476;0,00;0,00;0,00;0,07;0,00;0;0,07;0,03;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04003;1,00;11,85;14,8;9,69;101,52;14,82;13,78;22,04;21,74;2,888607594937;1,654915254237;2,777089783282;2,006008668243;2,390688259109;2,441944847605;1,490471869328;3,291628334867;2,888607594937;1,654915254237;2,777089783282;2,351282051282;2,390688259109;2,44;1,49;3,291628334867;0,00;0,04;0,00;0;0,00;0;0;0,04;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04004;1,00;9,91;15,1;10,28;85,50;16,00;13,33;21,60;23,31;2,715438950555;1,542328042328;2,751945525292;2,108888888889;2,120000000000;2,450112528132;1,407407407407;3,290433290433;2,781250000000;1,679586563307;2,751945525292;2,534715960325;2,287500000000;2,45;1,43;3,290433290433;0,00;0,00;0,00;0;0,00;0;0;0,00;0,00;0,00;0,13;0;0;0;0;0,00;0,00;0,00;0,71;0;0;0;0;0,00
EDAH;W04005;1,00;11,85;16,8;8,56;75,45;15,57;12,43;19,59;24,49;2,632911392405;1,516033254157;2,707943925234;2,117958913188;2,089274245344;2,452131938858;1,389994895355;3,291955900368;2,724409448819;1,727272727273;2,707943925234;2,456986991188;2,085365853659;2,45;1,37;3,291955900368;0,00;0,06;0,08;0;0,00;0;0;0,04;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04006;1,00;11,32;16,9;9,89;63,97;16,08;10,57;24,73;20,93;2,694346289753;1,511545293073;2,701718907988;2,043301547600;2,091417910448;2,450331125828;1,389809947432;3,290014333493;2,706185567010;1,660633484163;2,701718907988;2,436016949153;2,097014925373;2,45;1,41;3,290014333493;0,00;0,00;0,00;0;0,00;0;0;0,04;0,00;0,00;0;0,14;0;0;0;0,00;0,00;0,00;0;0,76;0;0;0;0,00
EDAH;W04007;1,00;11,47;15,9;8,26;63,16;14,90;11,54;23,09;23,92;2,692240627725;1,486809045226;2,745762711864;2,026915769474;2,089932885906;2,451473136915;1,389779125162;3,288043478261;2,708463949843;1,540983606557;2,745762711864;2,339567747298;2,085501858736;2,45;1,39;3,288043478261;0,00;0,04;0,00;0,06;0,00;0;0;0,04;0,00;0,00;0;0,12;0;0;0;0,00;0,00;0,00;0;0,19;0;0;0;0,00
EDAH;W04008;1,00;10,95;44,3;10,43;67,25;16,23;13,41;19,81;25,17;2,699543378995;1,149819494585;2,722914669223;2,122676579926;2,096734442391;2,448918717375;1,398283695103;3,290425109257;2,699543378995;1,490347490347;2,722914669223;2,348292682927;2,098226466576;2,45;1,40;3,290425109257;0,00;0,06;0,05;0;0,00;0;0;0,59;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04009;1,00;10,04;47,6;9,97;53,29;15,36;11,47;23,91;27,22;2,694223107570;1,107375499054;2,721163490471;2,039594670670;2,098307291667;2,449869224063;1,409870347135;3,288758265981;2,694223107570;1,482325581395;2,721163490471;2,413702239789;2,098307291667;2,45;1,41;3,288758265981;0,00;0,00;0,00;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04010;1,00;11,17;62,0;10,27;67,16;14,02;9,51;21,66;22,63;2,692927484333;1,138915779284;2,745861733204;1,991810601549;2,092011412268;2,452155625657;1,408587257618;3,291206363235;2,692927484333;1,435778175313;2,745861733204;2,380996595481;2,092011412268;2,45;1,41;3,291206363235;0,00;0,00;0,00;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04011;1,00;11,47;102,7;10,71;101,87;14,69;10,70;22,41;26,16;2,692240627725;1,049186714717;2,697478991597;1,926082261706;2,090537780803;2,453271028037;1,396251673360;3,290137614679;2,692240627725;1,404637560058;2,697478991597;2,444444444444;2,090589887640;2,45;1,40;3,290137614679;0,00;0,03;0,68;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04012;1,00;12,29;15,7;10,04;17,68;14,17;10,71;22,87;26,46;2,693246541904;1,594663278272;2,762948207171;2,621040723982;2,089625970360;2,450980392157;1,389593353739;3,289493575208;2,693246541904;1,594663278272;2,762948207171;2,622584541063;2,089871611983;2,45;1,39;3,289493575208;0,00;0,00;0,83;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04013;1,00;12,44;14,8;10,57;19,56;15,60;11,17;21,28;29,99;2,690514469453;1,600809170600;2,699148533586;2,603783231084;2,088461538462;2,449418084154;1,390507518797;3,289096365455;2,689571544058;1,600809170600;2,699148533586;2,607257203842;2,087776332900;2,45;1,39;3,288768238887;0,00;0,00;0,72;0;0,00;0;0;0,00;0,00;0,40;0;0;0;0;0;0,00;0,00;0,75;0;0;0;0;0;0,00
EDAH;W04014;2,00;83,73;15,4;11,08;126,23;16,49;13,34;23,99;64,46;1,702854412994;1,591530944625;2,697653429603;1,679236314664;2,089751364463;2,440029985008;1,365985827428;2,298479677319;2,857142857142;1,593030900723;2,711770157553;2,360655737705;2,088915956151;2,45;1,39;2,288888888889;0,04;0,06;0,30;0;0,00;0;0;0,00;0,00;0,06;0;0;0;0;0;0,00;0,00;0,24;0;0;0;0;0;0,00
EDAH;W04015;2,00;16,57;16,1;8,85;25,72;15,29;10,35;22,79;29,24;2,389257694629;1,576660459342;2,715254237288;2,506998444790;2,090255068672;2,429951690821;1,387889425186;3,146716826265;2,687254901961;1,583494519665;2,727586206897;2,762493283181;2,090255068672;2,44;1,39;3,288879598662;0,00;0,04;0,16;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04016;2,00;12,44;12,5;8,69;23,38;12,90;9,59;23,16;24,97;2,684887459807;1,621902478018;2,719217491369;2,771599657827;2,088372093023;2,440041710115;1,383419689119;3,259911894273;2,686481303931;1,627354627355;2,736717827627;2,767224409449;2,088372093023;2,44;1,39;3,287216148024;0,00;0,00;0,11;0;0,00;0,03;0;0,06;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04017;2,00;13,19;19,2;8,47;22,26;18,37;10,26;24,74;28,64;2,685367702805;1,625325690464;2,701298701299;2,772686433064;2,089275993468;2,441520467836;1,387631366209;3,275139664804;2,684341342171;1,628904182107;2,701298701299;2,769304556355;2,089275993468;2,44;1,39;3,283598667160;0,00;0,00;0,08;0;0,00;0;0,05;0,05;0,19;0,00;0,7;0;0;0;0,38;0,65;0,05;0,00;0,64;0;0;0;0,65;0,64
EDAH;W04018;2,00;12,66;17,2;11,46;27,21;18,07;10,41;25,48;31,93;2,683254344392;1,624709976798;2,712041884817;2,784638000735;2,089097952407;2,439961575408;1,382260596546;3,281553398058;2,681208053691;1,624709976798;2,712041884817;2,782435129741;2,089097952407;2,44;1,38;3,281553398058;0,00;0,00;0,00;0;0,00;0;0;0,00;0,14;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0,02;0;0;0;0,00
EDAH;W04019;2,00;9,15;15,6;8,54;17,55;15,30;11,16;21,15;28,04;2,686338797814;1,625802310655;2,669789227166;2,781196581197;2,088888888889;2,424731182796;1,389125295508;3,284593437946;2,683972911964;1,625802310655;2,669789227166;2,776634382567;2,088888888889;2,42;1,39;3,284593437946;0,00;0,00;0,00;0;0,00;0;0;0,03;0,00;0,00;0,02;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04020;2,00;10,05;15,7;8,69;20,39;14,99;12,29;22,79;27,81;2,686567164179;1,621569878749;2,693901035673;2,784207945071;2,090727151434;2,426362896664;1,389644580957;3,284789644013;2,686868686869;1,621569878749;2,693901035673;2,782291666667;2,090727151434;2,43;1,39;3,284789644013;0,04;0,00;0,00;0;0,00;0;0;0,00;0,34;0,00;0,39;0;0;0;0;0,00;0,83;0,00;0,45;0;0;0;0;0,00
EDAH;W04021;2,00;14,02;17,6;10,24;25,21;15,59;11,66;25,60;29,69;2,683309557775;1,621882086168;2,714843750000;2,780245934153;2,090442591405;2,445969125214;1,389843750000;3,275850454699;2,684603886398;1,621882086168;2,714843750000;2,784728610856;2,090442591405;2,45;1,39;3,275850454699;0,00;0,00;0,11;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04022;2,00;13,94;19,6;12,76;26,46;18,35;13,08;25,05;38,51;2,685078909613;1,628440366972;2,689655172414;2,777777777778;2,089918256131;2,448012232416;1,390019960080;3,279927291613;2,684132841328;1,628440366972;2,689655172414;2,776019983347;2,089918256131;2,45;1,39;3,279927291613;0,05;0,00;0,15;0;0,00;0;0;0,00;0,00;0,00;0;0,38;0;0;0;0,00;0,00;0,00;0;0,85;0;0;0;0,00
EDAH;W04023;2,00;31,19;16,9;10,79;55,06;14,81;11,42;25,60;61,90;2,040397563322;1,613931523022;2,631139944393;2,026334907374;2,089804186361;2,448336252189;1,387890625000;2,055411954766;2,419354838710;1,613931523022;2,631139944393;2,375000000000;2,089804186361;2,45;1,39;2,890909090909;0,00;0,00;0,13;0;0,00;0,04;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04024;2,00;15,28;21,3;12,52;29,92;16,46;14,10;28,83;38,36;2,877617801047;1,619493908154;2,649361022364;2,875334224599;2,489671931956;2,678723404255;1,590010405827;3,559697601668;2,875377643505;1,619493908154;2,649361022364;2,872991583780;2,489671931956;2,68;1,59;3,558523822638;0,00;0,00;0,24;0;0,00;0;0;0,62;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04025;2,00;13,00;23,2;11,50;25,44;13,94;11,89;25,21;31,04;2,872307692308;1,621329879102;2,667826086957;2,876179245283;2,489956958393;2,677039529016;1,589845299484;3,564110824742;2,871062992126;1,621329879102;2,667826086957;2,872991187144;2,489956958393;2,68;1,59;3,564163017851;0,00;0,00;0,14;0,03;0,00;0;0,03;0,63;0,00;0,00;0;0;0;0;0;0,51;0,00;0,00;0;0;0;0;0;0,70
EDAH;W04026;2,00;13,32;18,3;11,03;27,25;16,55;13,22;25,60;30,00;2,876126126126;1,622331691297;2,682683590209;2,875596330275;2,488821752266;2,687594553707;1,589843750000;3,570666666667;2,874794069193;1,622331691297;2,682683590209;2,874642711311;2,488821752266;2,69;1,59;3,570991847826;0,00;0,00;0,09;0;0,00;0;0;0,32;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04027;3,00;13,31;19,6;11,51;27,79;16,77;12,13;27,73;34,42;2,873779113449;1,617391304348;2,781928757602;2,882691615689;2,490757304711;2,678483099753;1,589614136314;3,576118535735;2,875529212532;1,617391304348;2,781928757602;2,885117493473;2,490757304711;2,68;1,59;3,576605774897;0,00;0,00;0,00;0;0,00;0;0;0,13;0,00;0,00;0;0;0,44;0;0;0,00;0,00;0,00;0;0;0,85;0;0;0,00
EDAH;W04028;3,00;12,92;19,2;12,29;25,35;17,17;11,58;24,49;32,29;2,867647058824;1,627145085803;2,751017087063;2,873767258383;2,490390215492;2,683074265976;1,590445079624;3,572313409724;2,868113522538;1,627145085803;2,751017087063;2,871102838530;2,490390215492;2,68;1,59;3,572313409724;0,05;0,00;0,04;0;0,00;0;0;0,07;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04029;3,00;9,38;17,7;46,32;25,21;14,25;10,47;24,41;30,33;2,860341151386;1,620981387479;1,797927461140;2,879809599365;2,491228070175;2,685768863419;1,590331831217;3,563138806462;2,860341151386;1,620981387479;2,437500000000;2,877597109304;2,491228070175;2,69;1,59;3,563138806462;0,03;0,00;0,08;0;0,00;0;0;0,00;0,54;0,27;0;0;0;0;0;0,00;0,55;0,86;0;0;0;0;0;0,00
EDAH;W04030;3,00;12,77;23,2;13,70;28,27;15,83;12,68;22,76;39,29;2,869224745497;1,620466321244;2,755474452555;2,864166961443;2,490208464940;2,682176656151;1,590070298770;3,572410282515;2,868204283361;1,620466321244;2,757754800591;2,861580810067;2,490208464940;2,68;1,59;3,572410282515;0,00;0,07;0,00;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04031;3,00;11,26;19,4;12,75;26,07;16,39;12,05;24,10;36,45;2,883658969805;1,623839009288;2,738823529412;2,872266973533;2,489322757779;2,658921161826;1,589626556017;3,570370370370;2,884754990926;1,623839009288;2,738823529412;2,869527145359;2,489322757779;2,69;1,59;3,568810189500;0,00;0,07;0,10;0;0,00;0;0;0,03;0,00;0,00;0,54;0;0;0;0;0,00;0,00;0,00;0,49;0;0;0;0;0,00
EDAH;W04032;3,00;13,55;21,5;11,10;25,52;16,07;11,42;26,78;37,35;2,924723247232;1,674105067411;2,748648648649;2,940047021944;2,489732420660;2,669001751313;1,583644510829;3,565461847390;2,924723247232;1,674105067411;2,748648648649;2,945385266723;2,489732420660;2,69;1,59;3,561502069781;0,00;0,00;0,06;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04033;3,00;10,78;47,8;11,74;23,21;62,09;11,12;22,65;32,89;2,939703153989;1,474179385323;2,819420783646;2,933649289100;1,835078112417;2,683453237410;1,584105960265;3,570994223168;2,939703153989;1,678571428571;2,822357019064;2,932534398580;2,511363636364;2,69;1,59;3,570631970260;0,00;0,00;0,00;0;0,00;0;0;0,03;0,00;0,00;0,65;0;0;0;0,53;0,80;0,00;0,00;0,77;0;0;0;0,67;0,77
EDAH;W04034;3,00;12,69;25,6;12,76;23,61;17,33;8,67;22,52;26,56;2,928289992120;1,560375146542;2,787617554859;2,938585345193;2,414310444316;2,674740484429;1,583925399645;3,578689759036;2,928289992120;1,597487203350;2,787617554859;2,937882764654;2,492875104778;2,67;1,59;3,579414032382;0,00;0,39;0,00;0;0,00;0;0;0,03;0,00;0,51;0;0;0;0;0;0,00;0,00;0,73;0;0;0;0;0;0,00
EDAH;W04035;3,00;10,99;23,3;12,83;19,71;14,68;12,28;22,99;31,10;2,938125568699;1,553364766395;2,749025720966;2,933028919330;2,487738419619;2,662866449511;1,587211831231;3,576205787781;2,938125568699;1,597713097713;2,749025720966;2,933571793562;2,487426035503;2,66;1,59;3,575728155340;0,00;0,00;0,00;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,95;0,00;0;0;0;0;0;0,00
EDAH;W04036;3,00;11,26;21,5;11,46;21,83;15,08;10,99;24,08;89,24;2,940497335702;1,602790697674;2,724258289703;2,938616582684;2,490053050398;2,674249317561;1,588039867110;2,565777678171;2,940497335702;1,627206645898;2,724258289703;2,938110749186;2,490053050398;2,67;1,59;2,887640449438;0,56;0,06;0,00;0;0,00;0;0;0,06;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04037;3,00;12,10;20,2;12,70;24,20;14,93;12,03;23,13;33,47;2,942975206612;1,608996539792;2,769291338583;2,939669421488;2,488948425988;2,640066500416;1,587980977086;3,570660292800;2,942975206612;1,626708727655;2,769291338583;2,939669421488;2,488948425988;2,64;1,59;3,569524386550;0,26;0,00;0,00;0;0,00;0;0;0,00;0,00;0,00;0;0,41;0;0;0;0,00;0,00;0,00;0;0,71;0;0;0;0,00
EDAH;W04038;3,00;11,10;18,0;11,03;23,39;15,26;11,03;20,43;29,79;2,920720720721;1,609877913430;2,728921124207;2,932449764857;2,489515072084;2,669084315503;1,584434654919;3,569654246391;2,934723481414;1,648956356736;2,728921124207;2,932449764857;2,489515072084;2,67;1,58;3,570118845501;0,25;0,00;0,08;0,12;0,00;0;0;0,05;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04039;3,00;55,99;15,0;9,88;20,56;13,31;8,40;17,95;27,02;1,969816038578;1,611741160774;2,790485829960;2,939688715953;2,489857250188;2,657142857143;1,592200557103;3,571058475204;2,285714285714;1,645739910314;2,806818181818;2,939688715953;2,489857250188;2,66;1,61;3,571058475204;0,14;0,00;0,36;0;0,00;0;0;0,04;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04040;4,00;34,82;18,1;11,69;20,98;11,49;9,95;19,97;32,20;1,965824238943;1,643646408840;2,808383233533;2,933746425167;2,476066144473;2,664321608040;1,564346519780;3,536024844721;2,357142857143;1,662360540223;2,822454308094;2,943341404358;2,492136910268;2,66;1,59;3,552941176471;0,14;0,00;0,36;0;0,00;0;0;0,00;0,00;0,00;0;0,33;0;0;0;0,00;0,00;0,00;0;0,91;0;0;0;0,00
EDAH;W04041;4,00;9,01;14,9;11,16;18,48;13,31;7,86;19,02;28,77;1,966703662597;1,638739946381;2,739247311828;2,926406926407;2,472577009767;2,660305343511;1,569926393270;3,532151546750;2,370370370370;1,655099150142;2,754820936639;2,944289693593;2,489943684634;2,66;1,59;3,543555240793;0,27;0,00;0,31;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04042;4,00;10,01;14,9;10,28;19,55;13,24;8,21;16,86;25,41;2,933066933067;1,652144772118;2,758754863813;2,921739130435;2,475830815710;2,657734470158;1,569395017794;3,552538370720;2,936058700210;1,664106145251;2,762977473066;2,931841831426;2,488800000000;2,66;1,59;3,565916398714;0,16;0,00;0,14;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04043;4,00;9,35;12,4;11,16;19,04;12,64;8,93;19,49;30,05;2,915508021390;1,639581657281;2,756272401434;2,910189075630;2,484968354430;2,684210526316;1,576706003079;2,746755407654;2,913661202186;1,653423499577;2,756272401434;2,923283261803;2,488745980707;2,68;1,58;2,706422018349;0,04;0,00;0,17;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04044;4,00;10,55;15,9;11,77;19,36;14,25;9,54;20,22;31,18;2,922274881517;1,596986817326;2,828377230246;2,901342975207;2,465964912281;2,675052410901;1,568249258160;2,754008980115;2,936344969199;1,624824684432;2,850442477876;2,922953451043;2,473149492017;2,68;1,58;2,903381642512;0,04;0,00;0,06;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04045;4,00;37,65;45,0;10,77;72,53;11,52;7,41;18,99;30,97;2,040637450199;1,535555555556;2,799442896936;2,034606369778;2,460069444444;2,655870445344;1,720379146919;2,776235066193;2,771428571429;1,661100803958;2,804431599229;2,574324324324;2,474025974026;2,66;1,72;2,924528301887;0,00;0,00;0,00;0;0,00;0;0;0,00;0,00;0,67;0;0;0;0;0;0,00;0,00;0,93;0;0;0;0;0;0,00
EDAH;W04046;4,00;10,98;20,7;9,69;15,83;12,73;6,93;20,74;62,97;2,836065573770;1,589199614272;2,732714138287;2,870499052432;2,451688923802;2,649350649351;1,639826422372;2,532952199460;2,907602339181;1,630214917826;2,772621809745;2,931182795699;2,471095772217;2,66;1,69;2,835820895522;0,00;0,11;0,00;0;0,00;0;0;0,00;0,00;0,00;0,58;0;0,71;0;0,47;0,00;0,00;0,00;0,79;0;0,7;0;0,82;0,00
EDAH;W04047;4,00;11,31;14,6;9,90;17,12;12,46;8,55;23,64;31,44;2,838196286472;1,583162217659;2,736363636364;2,844626168224;2,439807383628;2,521637426901;1,646785109983;2,772900763359;2,896733403583;1,627435064935;2,762874251497;2,905748663102;2,466727438469;2,52;1,69;2,785148101794;0,00;0,00;0,08;0;0,08;0;0,08;0,00;0,00;0,00;0;0;0;0;0;0,00;0,00;0,00;0;0;0;0;0;0,00
EDAH;W04048;4,00;10,86;14,1;10,04;19,34;13,74;8,02;22,50;33,42;2,773480662983;1,593461265103;2,692231075697;2,825232678387;2,375545851528;2,662094763092;1,669777777778;2,762417713944;2,861725663717;1,630691399663;2,740119760479;2,873490511788;2,477859778598;2,66;1,73;2,762231224681;0,00;0,00;0,00;0;0,00;0;0,56;0,49;0,00;0,71;0;0;0;0;0;0,00;0,00;0,52;0;0;0;0;0;0,00
EDAH;W04049;4,00;18,11;14,0;9,47;19,76;14,24;5,73;23,28;46,01;2,297625621204;1,598004276550;2,673706441394;2,809716599190;2,367275280899;2,616055846422;1,616408934708;2,919148011302;2,874677002584;1,622204472843;2,689265536723;2,883859440143;2,462543554007;2,62;1,67;2,796215030170;0,00;0,15;0,00;0;0,00;0;0;0,00;0,00;0,00;0;0;0;0;0,09;0,53;0,00;0,00;0;0;0;0;0,83;0,69
